ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Date,Constant column,Random column
4938,33,8,162,94960,1,8/60,1.0,0,0,0,1,1,1,2023-07-19,100,0.7281966506657197
1815,48,22,79,95747,3,0/70,2.0,0,0,0,0,1,0,2023-06-09,100,0.2733946914139652
1456,63,39,160,91330,2,2/10,1.0,0,0,0,0,0,1,2023-05-09,100,0.14792326630607744
4874,59,35,165,94309,2,6/00,1.0,0,0,0,0,1,0,2023-06-01,100,0.2111873913636192
3300,60,34,90,92192,4,1/90,2.0,0,0,0,0,1,0,2023-08-03,100,0.10645499608622044
2614,52,26,110,94501,2,5/40,3.0,204,1,1,1,1,0,2023-07-13,100,0.2187245593935232
2947,33,9,145,94110,1,4/30,1.0,437,0,0,0,1,0,2023-05-27,100,0.011061497898489203
2809,53,27,35,94583,3,0/90,3.0,136,0,0,0,1,0,2023-08-01,100,0.2144914599477884
3098,58,32,44,92182,3,2/20,3.0,0,0,0,0,0,0,2023-06-20,100,0.7487309253141164
4908,34,9,101,94080,3,0/60,,0,0,0,0,0,0,2023-05-26,100,0.604241716625376
782,56,32,158,94588,3,3/70,3.0,0,1,0,0,1,0,2023-07-03,100,0.6954928614765058
1657,40,15,175,92646,2,3/30,1.0,0,0,0,0,1,0,2023-05-31,100,0.5244344478975028
68,53,23,45,95123,4,2/00,3.0,132,0,1,0,0,0,2023-05-10,100,0.3657418342152583
2251,46,22,154,93109,1,5/00,1.0,0,0,0,0,1,0,2023-05-05,100,0.06916990780419963
4151,46,20,72,92009,2,1/70,2.0,75,0,0,0,1,0,2023-07-26,100,0.687094150466051
1505,30,6,191,92028,2,4/40,2.0,0,1,0,0,1,0,2023-06-14,100,0.6644385880945568
876,61,36,21,95616,4,0/40,2.0,123,0,0,0,0,0,2023-06-14,100,0.2562640078660099
3295,42,12,29,93611,3,2/00,3.0,0,0,0,0,0,0,2023-07-03,100,0.946517747575175
1992,46,22,30,90747,3,0/50,1.0,0,0,0,0,0,0,2023-08-09,100,0.487974092041358
1476,44,19,78,92064,2,3/80,3.0,268,0,0,0,0,0,2023-08-04,100,0.12250966850809708
1055,63,38,8,95136,4,0/60,2.0,0,0,0,0,1,0,2023-05-16,100,0.14756781158398136
2590,64,40,123,90840,1,3/80,1.0,0,0,0,0,1,1,2023-08-12,100,0.5146340109803548
544,63,38,54,94704,3,2/40,1.0,90,0,0,0,0,1,2023-05-26,100,0.7124511568965739
863,50,23,15,94025,2,1/00,2.0,101,0,0,0,0,0,2023-07-17,100,0.6290828474198732
2770,33,9,183,91320,2,8/80,3.0,582,1,0,0,1,0,2023-06-07,100,0.3122680099690952
1807,61,36,10,90740,1,0/10,1.0,0,0,0,0,0,0,2023-07-21,100,0.5769229289998075
2632,47,20,62,92521,1,2/67,2.0,0,0,0,0,1,0,2023-06-13,100,0.9013230626745353
2737,53,29,12,95621,1,0/30,1.0,0,0,0,0,0,0,2023-08-22,100,0.7882190783056487
665,54,30,64,95126,1,1/80,3.0,227,0,0,0,0,1,2023-07-03,100,0.17144889810384478
2905,56,32,190,90032,3,2/20,1.0,0,1,0,1,1,0,2023-05-23,100,0.13060502401106244
4916,49,24,48,93117,1,1/30,2.0,0,0,0,0,0,1,2023-05-22,100,0.05387518476303588
768,64,39,38,92024,1,1/10,3.0,108,0,0,0,0,0,2023-08-18,100,0.71720220187484
3982,64,39,22,92691,3,0/50,1.0,0,0,1,1,1,1,2023-08-29,100,0.6585486694408162
3660,33,7,22,94002,1,0/40,2.0,0,0,0,0,0,0,2023-08-12,100,0.5993709672852627
1528,57,33,45,94117,1,1/80,3.0,195,0,0,0,0,0,2023-07-09,100,0.35821986003778694
2401,61,36,169,91380,2,6/10,3.0,106,1,0,1,1,1,2023-08-30,100,0.979619102651002
3559,60,34,60,94065,3,2/50,1.0,0,0,0,0,1,0,2023-07-14,100,0.33714707867557336
624,44,19,34,95616,1,0/30,3.0,78,0,0,0,1,0,2023-07-12,100,0.6085672625187826
1223,61,37,20,90011,3,0/40,2.0,94,0,0,0,0,0,2023-07-21,100,0.6960319715297723
3574,60,36,165,90095,3,5/60,1.0,0,1,0,0,0,1,2023-06-24,100,0.727254526107249
1675,37,11,139,95814,2,0/80,2.0,421,1,0,0,1,0,2023-07-28,100,0.13527394201445975
2883,55,31,69,90089,1,2/70,2.0,0,0,1,0,0,1,2023-07-10,100,0.5198344888995049
2932,31,4,54,91741,2,1/00,2.0,109,0,0,0,0,1,2023-05-30,100,0.8633880696506794
3734,58,32,72,94105,3,0/30,2.0,0,0,0,0,1,0,2023-08-03,100,0.7894918900327665
4547,48,24,74,91109,3,0/70,1.0,0,0,1,0,1,0,2023-07-16,100,0.22978698472998782
3901,51,27,12,92834,3,0/40,1.0,0,0,1,1,1,1,2023-06-22,100,0.1365230785347885
4812,36,12,123,90502,2,3/00,3.0,0,1,0,0,0,0,2023-06-03,100,0.521868446551802
496,25,0,44,94545,4,0/60,2.0,0,0,0,0,1,1,2023-05-04,100,0.12021543108670119
1370,57,33,43,91902,1,1/80,3.0,0,0,0,0,0,0,2023-05-21,100,0.1835030084857725
2024,55,29,55,94720,1,0/20,1.0,151,0,0,0,1,0,2023-06-09,100,0.3564416550489179
4469,67,42,51,94117,3,2/20,1.0,0,0,0,0,1,1,2023-05-04,100,0.7814531981593341
2441,31,5,22,91401,1,0/60,3.0,0,0,0,0,0,0,2023-07-04,100,0.0441904679357793
4733,39,13,69,92096,3,0/10,1.0,247,0,0,0,0,0,2023-06-23,100,0.6904838318174015
2569,46,21,34,92373,2,1/30,1.0,0,0,0,0,1,0,2023-08-13,100,0.9720042594225053
2435,38,12,93,95616,1,5/20,,267,0,0,0,1,0,2023-07-09,100,0.12684390221092579
643,50,24,103,94132,1,0/30,1.0,0,0,0,0,1,0,2023-08-28,100,0.4973323676115309
3936,59,33,53,90034,3,2/50,1.0,0,0,0,0,1,0,2023-06-28,100,0.2821471757170624
4073,42,17,78,92521,1,1/00,3.0,0,0,0,0,1,0,2023-08-03,100,0.0711036935599958
2477,54,28,30,95616,4,0/70,2.0,0,0,0,0,1,0,2023-08-12,100,0.18837077920706247
3116,31,5,111,94305,2,0/20,1.0,0,0,0,0,0,0,2023-08-30,100,0.7194774432979993
3884,40,16,98,94534,2,1/80,2.0,98,0,0,0,1,0,2023-06-13,100,0.17307536339652962
3577,56,30,70,90245,3,0/30,2.0,0,0,0,0,0,0,2023-06-11,100,0.636808689674822
789,58,34,10,92521,4,0/70,1.0,0,0,0,0,0,0,2023-07-04,100,0.31644157719055577
2536,50,25,21,90274,2,0/70,3.0,129,0,0,0,0,0,2023-06-14,100,0.8450596993546846
772,42,18,71,91614,3,2/33,1.0,106,0,1,0,1,0,2023-08-19,100,0.6184536913450356
420,58,33,50,94501,4,2/10,1.0,0,0,0,0,0,1,2023-05-17,100,0.5712020585218837
330,28,4,191,90064,1,6/33,1.0,0,0,0,0,1,0,2023-06-23,100,0.6031856964941168
3231,65,40,48,94708,3,2/40,1.0,0,0,0,0,0,1,2023-07-11,100,0.6627962097984225
1525,40,16,155,94002,4,0/10,3.0,0,1,0,1,1,1,2023-05-23,100,0.7904658377624637
1885,57,33,163,94132,1,7/40,1.0,0,0,0,0,1,0,2023-07-02,100,0.8609925905891975
349,40,15,173,95060,4,6/60,1.0,0,1,0,1,1,1,2023-08-23,100,0.8294356726469374
993,34,9,93,94608,1,0/00,1.0,0,0,0,0,1,0,2023-06-24,100,0.645502099870919
4968,41,16,69,92697,1,0/10,2.0,0,0,0,0,1,0,2023-05-25,100,0.12949691172876587
2001,28,2,22,95670,1,0/10,2.0,0,0,0,0,1,0,2023-07-26,100,0.20902029522248267
1498,45,21,73,95020,1,0/80,3.0,0,0,0,0,1,0,2023-07-25,100,0.1732153481733837
4136,48,23,168,95929,2,2/80,1.0,308,0,0,0,1,0,2023-07-24,100,0.3973924357639018
826,37,11,34,95616,3,0/20,2.0,0,0,0,0,0,0,2023-05-25,100,0.1831240225547679
3190,32,6,31,92675,1,0/30,1.0,0,0,0,0,0,0,2023-07-12,100,0.7547965818099355
2800,64,39,85,94720,4,3/40,2.0,200,0,0,0,1,0,2023-05-02,100,0.7240738342273981
4700,61,36,61,91320,2,2/80,1.0,153,0,0,0,0,1,2023-07-14,100,0.006423253483688662
887,54,29,74,93907,3,2/00,2.0,0,0,0,0,0,0,2023-05-04,100,0.39766074287323705
500,50,25,42,93108,3,1/70,2.0,0,0,0,0,1,0,2023-08-06,100,0.8736086684457187
114,58,34,92,92703,2,2/80,1.0,103,0,0,0,0,0,2023-05-17,100,0.6244760650508511
2084,31,7,38,94025,1,0/20,3.0,0,0,0,0,1,0,2023-07-14,100,0.7857434238977892
58,56,31,131,95616,2,1/20,3.0,0,1,0,0,0,0,2023-07-27,100,0.06312274632014025
3159,54,28,64,90095,2,0/80,3.0,0,0,1,0,1,0,2023-08-16,100,0.7675465483762891
4147,53,28,85,95814,1,1/30,3.0,118,0,0,0,1,0,2023-05-30,100,0.10069934136379255
2960,38,12,43,94305,4,0/20,1.0,0,0,0,0,0,0,2023-05-26,100,0.8803100785250729
4959,50,26,19,90095,1,0/90,3.0,0,0,0,0,0,0,2023-07-14,100,0.3862672142232647
250,26,1,55,90089,3,2/60,3.0,113,0,0,0,0,1,2023-07-13,100,0.9367188920379709
1029,29,4,110,92096,4,2/50,3.0,0,1,0,0,0,0,2023-06-03,100,0.843343465188505
3298,57,32,23,93407,1,0/30,3.0,0,0,0,0,1,1,2023-05-12,100,0.6176637560914283
4036,34,9,180,93955,2,6/50,3.0,0,1,0,1,1,0,2023-06-06,100,0.20772033739363027
1828,56,30,113,92704,2,2/70,1.0,352,0,0,0,0,1,2023-05-14,100,0.2998809950747605
3083,39,13,40,92122,3,0/90,3.0,129,0,0,0,1,0,2023-05-16,100,0.9577990430126246
4510,55,30,53,94550,3,1/70,1.0,0,0,0,0,1,0,2023-06-09,100,0.791221306479986
186,39,14,115,91320,1,1/00,3.0,0,0,0,0,1,0,2023-06-03,100,0.8315269737811631
1614,60,34,52,94305,4,1/70,2.0,0,0,1,0,1,0,2023-07-26,100,0.013080668996316658
4618,38,13,41,95521,3,0/50,3.0,0,0,0,0,0,1,2023-05-20,100,0.8788465407903852
4784,43,19,32,94720,4,0/30,1.0,0,0,0,0,0,0,2023-08-22,100,0.3090721010316243
1286,38,13,113,94720,4,1/70,2.0,0,1,0,0,0,1,2023-08-04,100,0.09123830319616522
1763,65,35,55,94526,4,1/67,3.0,89,0,0,0,1,1,2023-06-19,100,0.8657784930393977
3924,41,15,91,90502,1,2/80,3.0,330,0,1,0,1,0,2023-08-11,100,0.9834288725405004
4548,50,25,32,94304,2,0/70,2.0,0,0,0,0,1,0,2023-07-04,100,0.3536158727772948
126,60,35,80,91301,3,0/50,1.0,0,0,0,0,1,0,2023-07-14,100,0.5293745773228438
4913,51,26,28,94061,1,1/30,2.0,94,0,1,0,1,0,2023-08-29,100,0.9430519264507408
1955,44,20,81,90245,4,2/00,3.0,277,0,0,0,1,0,2023-07-17,100,0.06169129167066312
1798,35,10,143,91365,1,8/60,1.0,0,0,0,0,1,1,2023-07-23,100,0.1412586900482461
3389,45,21,115,91320,2,3/30,1.0,85,0,0,0,1,0,2023-07-22,100,0.4609578462801489
4257,41,17,165,91311,2,7/60,1.0,157,0,0,0,0,0,2023-06-06,100,0.8569899585200819
3011,25,1,72,94301,3,0/80,1.0,0,0,0,0,1,0,2023-05-25,100,0.48316107403441244
3273,35,9,85,92121,2,1/80,1.0,0,0,0,0,0,0,2023-06-25,100,0.6599991140417457
3213,61,35,59,92697,1,2/80,2.0,0,0,0,0,0,0,2023-07-29,100,0.8575682202661904
1558,51,25,41,94939,4,1/80,1.0,0,0,0,0,0,0,2023-07-13,100,0.6277226917884207
200,36,11,158,92152,1,5/10,3.0,0,1,0,1,1,1,2023-07-24,100,0.5810113488728547
2768,48,24,59,90401,1,0/00,1.0,144,0,0,0,1,0,2023-06-16,100,0.04383531889899772
1813,43,19,128,95054,1,4/70,1.0,0,0,0,0,1,0,2023-08-19,100,0.5793518559379958
4674,50,23,18,95503,2,1/00,2.0,88,0,0,0,1,1,2023-06-19,100,0.7335055586742609
71,42,18,115,91335,1,3/50,1.0,0,0,0,0,0,1,2023-08-24,100,0.719244529832125
3472,50,25,38,95503,1,1/40,3.0,0,0,0,0,1,0,2023-06-07,100,0.48820749458735613
4208,37,11,51,93305,3,2/10,1.0,0,0,0,0,1,1,2023-05-24,100,0.7414762252521687
1136,57,33,9,93106,1,0/10,2.0,91,0,1,0,1,0,2023-07-17,100,0.6189962182819099
4866,50,24,133,90025,4,1/40,2.0,342,1,0,0,0,1,2023-06-16,100,0.44374377365479656
965,27,1,78,92037,4,2/30,3.0,157,0,1,0,1,0,2023-08-19,100,0.007808414504869798
3922,30,6,48,95812,1,1/20,1.0,0,0,0,0,1,0,2023-07-13,100,0.1587372704513088
4623,47,20,13,94545,3,0/67,2.0,0,0,0,0,1,0,2023-06-03,100,0.5387988274813263
2079,35,11,21,95814,2,1/00,2.0,0,0,0,0,0,0,2023-06-12,100,0.20262993459772505
1109,55,29,61,95051,4,2/80,2.0,0,0,0,0,1,1,2023-08-25,100,0.0382118971925709
1095,50,24,44,94086,4,1/80,1.0,0,0,0,0,1,1,2023-08-20,100,0.19859598653468447
3781,49,25,109,92780,2,6/80,1.0,0,0,0,0,0,0,2023-05-25,100,0.6095656290870475
3383,62,36,103,92182,2,2/80,1.0,0,0,1,1,1,0,2023-05-15,100,0.37559996837957754
4061,31,6,174,93023,2,6/70,1.0,0,0,0,0,1,1,2023-08-24,100,0.941187314380135
377,45,21,61,94304,3,0/70,1.0,0,0,0,0,0,0,2023-06-03,100,0.011157481591038021
4867,41,17,71,94801,2,3/20,1.0,0,0,0,0,1,1,2023-08-27,100,0.40843190110801775
1986,31,7,31,94920,4,0/40,2.0,79,0,0,0,0,0,2023-05-17,100,0.8262081242977616
2485,46,21,30,92697,1,1/40,3.0,112,0,1,0,0,0,2023-06-18,100,0.8658683036081956
2904,58,34,41,95833,3,1/50,1.0,0,0,0,0,1,1,2023-07-30,100,0.7520667855306463
2314,58,32,54,94035,3,0/30,2.0,0,0,0,0,1,1,2023-07-06,100,0.3937617915302414
3847,31,5,43,94720,1,1/50,1.0,0,0,0,0,0,0,2023-08-06,100,0.4411259517171239
4805,58,32,40,94124,1,2/80,2.0,0,0,0,0,0,0,2023-05-20,100,0.2735700708932336
1549,57,32,21,92037,4,0/90,2.0,113,0,1,0,0,0,2023-06-20,100,0.3962383799904595
346,51,27,12,92192,4,0/50,2.0,78,0,1,0,1,0,2023-06-30,100,0.4235111736961432
3777,27,3,135,93108,3,2/70,3.0,449,1,0,0,0,1,2023-05-24,100,0.19407747248038387
3698,39,13,59,95616,3,0/50,3.0,0,0,0,0,0,0,2023-05-17,100,0.7392471347705772
2091,50,25,79,95023,1,2/90,1.0,307,0,0,0,0,1,2023-06-01,100,0.10356872459127497
4650,59,35,121,91423,1,4/30,1.0,0,0,0,0,1,0,2023-08-12,100,0.451664047965887
2834,46,22,152,90009,2,1/40,1.0,0,0,0,0,1,0,2023-07-31,100,0.30712298197303056
3933,26,2,55,94305,3,0/70,2.0,0,0,0,0,1,0,2023-07-30,100,0.7802442253420773
2041,41,16,91,94720,3,0/50,3.0,0,0,0,0,0,0,2023-06-26,100,0.8411384258883792
3067,63,33,40,91320,4,1/67,3.0,0,0,0,0,1,0,2023-08-15,100,0.42044478540963304
1673,48,23,173,94546,3,0/20,1.0,0,1,0,1,1,1,2023-08-03,100,0.23469707698348696
4956,63,37,39,91207,2,0/70,3.0,0,0,0,0,1,1,2023-05-30,100,0.7245251581467537
4886,54,30,28,92103,2,0/80,1.0,0,0,0,0,1,0,2023-05-26,100,0.3839166375472084
4884,38,13,129,92646,3,4/10,3.0,0,1,0,1,1,1,2023-08-20,100,0.051674230372254604
4666,40,16,65,90095,2,3/20,1.0,0,0,0,0,1,0,2023-08-22,100,0.8299048774850984
2429,39,12,108,92717,4,3/67,2.0,301,1,0,0,0,1,2023-08-11,100,0.816589634109891
4446,49,25,135,90064,2,1/40,1.0,82,0,0,0,1,1,2023-06-24,100,0.18739099978238405
3253,62,38,78,92521,2,0/00,3.0,0,0,0,0,1,0,2023-07-07,100,0.13945233562117376
2192,42,18,171,90027,2,8/00,1.0,0,0,0,0,1,0,2023-08-01,100,0.9232548613359328
3769,42,16,62,94309,1,0/70,3.0,170,0,0,1,1,1,2023-05-01,100,0.006059829201076394
4817,50,24,83,92333,3,3/00,2.0,0,0,0,0,0,1,2023-07-14,100,0.401511864328319
1466,45,19,60,91911,1,0/70,3.0,159,0,0,0,1,0,2023-08-08,100,0.1817522988462691
3401,48,22,39,94065,1,1/20,2.0,0,0,0,0,0,0,2023-06-03,100,0.577769211041388
4976,38,11,29,95207,4,1/00,2.0,0,0,0,0,1,0,2023-07-30,100,0.23924682317917567
3625,58,28,70,92028,1,1/40,3.0,0,0,0,0,0,0,2023-06-16,100,0.9850976185269879
1315,32,6,73,94305,4,2/20,2.0,0,0,0,0,0,0,2023-05-24,100,0.9074978992813513
1349,38,14,35,95051,1,1/50,2.0,97,0,0,0,1,0,2023-08-05,100,0.7736425538382999
3436,33,8,58,92037,4,1/30,1.0,0,0,1,0,0,0,2023-05-22,100,0.0036244367332939342
2020,43,17,44,94611,1,0/20,1.0,0,0,1,1,1,0,2023-06-30,100,0.45674877579853634
2080,26,2,40,94132,1,1/00,3.0,0,0,0,0,1,0,2023-07-12,100,0.013925234229023697
2366,43,18,22,91311,2,0/30,2.0,0,0,0,0,0,0,2023-05-19,100,0.4982976755948392
1451,59,34,80,90086,3,0/50,1.0,0,0,0,0,1,1,2023-08-24,100,0.47542959319427935
3582,28,4,33,91330,3,1/00,2.0,0,0,0,0,0,1,2023-07-10,100,0.7371685217516759
